"X_id","BEVOEGD_GEZAG_CODE","BEVOEGD_GEZAG_NAAM","INSTELLINGSCODE","INSTELLINGSNAAM","VESTIGINGSCODE","VESTIGINGSNAAM","GEMEENTENAAM","PLAATSNAAM","ERKENDEOPLEIDINGSCODE","INSTROOM_EINDDATUM","OPLEIDINGSEENHEIDCODE","EIGEN_OPLEIDINGSEENHEIDSLEUTEL","OPLEIDINGSEENHEID_NAAM","OPLEIDINGSEENHEID_INTERNATIONALE_NAAM","OPLEIDINGSEENHEID_SOORT","STUDIELAST","STUDIELASTEENHEID","NIVEAU","GRAAD","GRAADTOEVOEGING","ISCED","NLQF","EQF","VORM","ONDERDEEL","SUBONDERDEEL","BEKOSTIGINGSNIVEAU","GRONDSLAG_STUDIELAST","BEROEPSEISEN","OPLEIDINGSERKENNINGSKADER","INTENSIEFPROGRAMMA","BEKOSTIGINGSCODE","AANVULLENDE_EISEN","BEKOSTIGINGSDUUR","VESTIGINGSLICENTIE_BEGINDATUM","VESTIGINGSLICENTIE_EINDDATUM","ACCREDITATIE_BESLUITDATUM","ACCREDITATIE_BEGINDATUM","ACCREDITATIE_VERVALDATUM","ACCREDITATIE_AFBOUWDATUM","ACCREDITATIE_INLEVERDATUM","ACCREDITATIE_VOORWAARDENDATUM","ACCREDITATIE_INTREKKINGSDATUM","ACCREDITATIE_UITSTELDATUM","ACCREDITATIE_UITSTELREDEN","SAMENWERKENDEINSTELLINGEN"
1,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT",56109,NA,"1016O1755",NA,"Theologie",NA,"OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",221,6,6,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2025-09-01T00:00:00",NA,"2025-03-20T00:00:00","2025-09-01T00:00:00","2031-03-20T00:00:00",NA,NA,NA,NA,NA,NA,NA
2,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT",60254,NA,"1001O6573",NA,"Theology","Theology","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"DEELTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2024-09-01T00:00:00",NA,"2020-04-06T00:00:00","2020-04-06T00:00:00",NA,NA,"2025-11-01T00:00:00",NA,NA,"2028-05-02T00:00:00","ART_5_16_LID_4",NA
3,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT",60254,NA,"1001O6573",NA,"Theology","Theology","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2024-09-01T00:00:00",NA,"2020-04-06T00:00:00","2020-04-06T00:00:00",NA,NA,"2025-11-01T00:00:00",NA,NA,"2028-05-02T00:00:00","ART_5_16_LID_4",NA
4,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT",66122,NA,"1001O7267",NA,"Theologie (Gemeentepredikant)",NA,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"DEELTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2024-09-01T00:00:00",NA,"2020-04-06T00:00:00","2020-04-06T00:00:00",NA,NA,"2025-11-01T00:00:00",NA,NA,"2028-05-02T00:00:00","ART_5_16_LID_4",NA
5,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV01","Protestantse Theologische Universiteit; Utrecht","Utrecht","UTRECHT",66122,NA,"1001O7267",NA,"Theologie (Gemeentepredikant)",NA,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2024-09-01T00:00:00",NA,"2020-04-06T00:00:00","2020-04-06T00:00:00",NA,NA,"2025-11-01T00:00:00",NA,NA,"2028-05-02T00:00:00","ART_5_16_LID_4",NA
6,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV03","Protestantse Theologische Universiteit; Amsterdam","Amsterdam","AMSTERDAM",55004,"2025-09-01T00:00:00","1001O5786",NA,"Theologie (joint degree)","Theology (joint degree)","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",NA,6,6,"DEELTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2012-09-01T00:00:00","2029-09-01T00:00:00","2021-01-11T00:00:00","2021-01-11T00:00:00",NA,"2029-09-01T00:00:00","2026-05-01T00:00:00",NA,NA,NA,NA,"21PL"
7,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV03","Protestantse Theologische Universiteit; Amsterdam","Amsterdam","AMSTERDAM",55004,"2025-09-01T00:00:00","1001O5786",NA,"Theologie (joint degree)","Theology (joint degree)","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2012-09-01T00:00:00","2029-09-01T00:00:00","2021-01-11T00:00:00","2021-01-11T00:00:00",NA,"2029-09-01T00:00:00","2026-05-01T00:00:00",NA,NA,NA,NA,"21PL"
8,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV04","Protestantse Theologische Universiteit; Groningen","Groningen","GRONINGEN",60261,"2024-09-01T00:00:00","1001O6587",NA,"Theologie (Predikantschap)",NA,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"DEELTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2012-09-01T00:00:00","2028-09-01T00:00:00","2020-04-06T00:00:00","2020-04-06T00:00:00",NA,"2028-09-01T00:00:00","2025-11-01T00:00:00",NA,NA,"2028-05-02T00:00:00","ART_5_16_LID_4",NA
9,20045,"Protestantse Theologische Universiteit (PThU)","00DV","Protestantse Theologische Universiteit","00DV04","Protestantse Theologische Universiteit; Groningen","Groningen","GRONINGEN",60261,"2024-09-01T00:00:00","1001O6587",NA,"Theologie (Predikantschap)",NA,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2012-09-01T00:00:00","2028-09-01T00:00:00","2020-04-06T00:00:00","2020-04-06T00:00:00",NA,"2028-09-01T00:00:00","2025-11-01T00:00:00",NA,NA,"2028-05-02T00:00:00","ART_5_16_LID_4",NA
10,30041,"Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE",34808,NA,"1001O4361",NA,"Opleiding tot leraar Basisonderwijs","Education in Primary Schools (age 4 - 12)","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",NA,6,6,"DEELTIJD","ONDERWIJS",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2022-06-01T00:00:00","2022-06-01T00:00:00",NA,NA,"2028-05-01T00:00:00",NA,NA,NA,NA,NA
11,30041,"Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE",34808,NA,"1001O4361",NA,"Opleiding tot leraar Basisonderwijs","Education in Primary Schools (age 4 - 12)","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",NA,6,6,"VOLTIJD","ONDERWIJS",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2022-06-01T00:00:00","2022-06-01T00:00:00",NA,NA,"2028-05-01T00:00:00",NA,NA,NA,NA,NA
12,30041,"Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE",70212,NA,"1001O8088",NA,"Master Leiderschap en Innovatie Kind en Educatie",NA,"OPLEIDING",60,"ECTS_PUNT","HBO-PM","MASTER","OF_ARTS",NA,7,7,"DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",NA,"2018-11-01T00:00:00",NA,"2024-07-24T00:00:00","2024-07-24T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
13,30041,"Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE",80142,NA,"1001O8607",NA,"Pedagogisch Educatief Professional",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2021-09-01T00:00:00",NA,"2024-08-23T00:00:00","2024-08-23T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
14,30041,"Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE",80142,NA,"1001O8607",NA,"Pedagogisch Educatief Professional",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DUAAL","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2026-09-01T00:00:00",NA,"2024-08-23T00:00:00","2024-08-23T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
15,30041,"Stg. Kaht. Opleiding Leraren in het Basisonderwijs","00IC","Hogeschool KPZ","00IC00","Hogeschool KPZ; Zwolle","Zwolle","ZWOLLE",80142,NA,"1001O8607",NA,"Pedagogisch Educatief Professional",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2026-09-01T00:00:00",NA,"2024-08-23T00:00:00","2024-08-23T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
16,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",30036,NA,"1001O2713",NA,"Creative Media and Game Technologies","Creative Media and Game Technologies","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2015-09-01T00:00:00",NA,"2025-07-21T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
17,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",34739,NA,"1001O4326",NA,"Muziek","Music","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_MUSIC",NA,6,6,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2023-01-15T00:00:00","2023-01-15T00:00:00",NA,NA,"2028-11-01T00:00:00",NA,NA,NA,NA,NA
18,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",34745,NA,"1001O4343",NA,"Docent Theater","Theatre in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",NA,6,6,"VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2022-01-21T00:00:00","2022-01-21T00:00:00",NA,NA,"2027-11-01T00:00:00",NA,NA,NA,NA,NA
19,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",34860,NA,"1001O4425",NA,"Theater","Theatre","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2022-01-21T00:00:00","2022-01-21T00:00:00",NA,NA,"2027-11-01T00:00:00",NA,NA,NA,NA,NA
20,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",34951,NA,"1001O4533",NA,"Kunst en Economie","Art and Economics","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2025-07-21T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
21,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",39100,NA,"1001O5077",NA,"Docent Beeldende Kunst en Vormgeving","Fine Art and Design in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",NA,6,6,"DEELTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2020-03-31T00:00:00","2020-03-31T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2027-05-02T00:00:00","ART_5_16_LID_4",NA
22,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",39100,NA,"1001O5077",NA,"Docent Beeldende Kunst en Vormgeving","Fine Art and Design in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",NA,6,6,"VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2020-03-31T00:00:00","2020-03-31T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2027-05-02T00:00:00","ART_5_16_LID_4",NA
23,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",39110,NA,"1001O5091",NA,"Autonome Beeldende Kunst","Fine Art","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2020-05-11T00:00:00","2020-05-11T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
24,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",39111,NA,"1001O5100",NA,"Vormgeving","Design","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2020-04-15T00:00:00","2020-04-15T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
25,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",39112,NA,"1001O5112",NA,"Docent Muziek","Music in Education","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",NA,6,6,"VOLTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2023-01-15T00:00:00","2023-01-15T00:00:00",NA,NA,"2028-11-01T00:00:00",NA,NA,NA,NA,NA
26,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",44739,NA,"1001O5373",NA,"Muziek","Music","OPLEIDING",120,"ECTS_PUNT","HBO-MA","MASTER","OF_MUSIC",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2007-08-01T00:00:00",NA,"2020-07-28T00:00:00","2020-07-28T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
27,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",49114,NA,"1001O5499",NA,"Master of Arts in Fine Art and Design","Master of Arts in Fine Art and Design","OPLEIDING",120,"ECTS_PUNT","HBO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2014-09-01T00:00:00",NA,"2026-01-14T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
28,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",49117,NA,"1001O5512",NA,"Kunsteducatie","Education in Arts","OPLEIDING",60,"ECTS_PUNT","HBO-MA","MASTER","OF_EDUCATION",NA,7,7,"DEELTIJD","ONDERWIJS","LERARENOPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2009-04-15T00:00:00",NA,"2024-01-22T00:00:00","2024-01-22T00:00:00",NA,NA,"2029-11-01T00:00:00",NA,NA,NA,NA,NA
29,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",49124,NA,"1001O5526",NA,"Crossover Creativity","Crossover Creativity","OPLEIDING",60,"ECTS_PUNT","HBO-MA","MASTER","OF_ARTS",NA,7,7,"DEELTIJD","SECTOROVERSTIJGEND","ONDERWIJS_LANDBOUW_EN_NATUURLIJKE_OMGEVING_NATUUR_TECHNIEK_GEZONDHEID","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2018-09-01T00:00:00",NA,"2021-02-16T00:00:00","2021-02-16T00:00:00",NA,NA,"2026-11-01T00:00:00",NA,NA,NA,NA,NA
30,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",49238,NA,"1001O5562",NA,"Interieurarchitectuur","Interior Architecture","OPLEIDING",120,"ECTS_PUNT","HBO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2010-09-01T00:00:00",NA,"2022-01-20T00:00:00","2022-01-20T00:00:00",NA,NA,"2027-11-01T00:00:00",NA,NA,NA,NA,NA
31,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF00","Hogeschool voor de Kunsten Utrecht; Utrecht","Utrecht","UTRECHT",80144,NA,"1001O8623",NA,"Design","Design","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2024-01-26T00:00:00","2024-01-26T00:00:00",NA,NA,"2029-11-01T00:00:00",NA,NA,NA,NA,NA
32,28901,"Stichting Hogeschool voor de Kunsten Utrecht","00MF","Hogeschool voor de Kunsten Utrecht","00MF04","Hogeschool voor de Kunsten Utrecht; Amersfoort","Amersfoort","AMERSFOORT",34739,NA,"1001O4326",NA,"Muziek","Music","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_MUSIC",NA,6,6,"VOLTIJD","TAAL_EN_CULTUUR","OPLEIDINGEN_OP_HET_GEBIED_VAN_DE_KUNST","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2023-01-15T00:00:00","2023-01-15T00:00:00",NA,NA,"2028-11-01T00:00:00",NA,NA,NA,NA,NA
33,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",50897,NA,"1001O5747",NA,"Business Administration","Business Administration","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,NA,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2016-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
34,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",56435,NA,"1001O5890",NA,"Accountancy",NA,"OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"DEELTIJD","ECONOMIE",NA,NA,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2003-09-01T00:00:00",NA,"2019-10-01T00:00:00","2019-10-01T00:00:00",NA,NA,"2025-05-01T00:00:00",NA,NA,"2027-05-02T00:00:00","ART_5_16_LID_4",NA
35,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",60060,NA,"1001O6314",NA,"Accountancy",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2007-11-06T00:00:00",NA,"2019-08-23T00:00:00","2019-08-23T00:00:00",NA,NA,"2025-05-01T00:00:00",NA,NA,"2027-05-02T00:00:00","ART_5_16_LID_4",NA
