"X_id","BEVOEGD_GEZAG_CODE","BEVOEGD_GEZAG_NAAM","INSTELLINGSCODE","INSTELLINGSNAAM","VESTIGINGSCODE","VESTIGINGSNAAM","GEMEENTENAAM","PLAATSNAAM","ERKENDEOPLEIDINGSCODE","INSTROOM_EINDDATUM","OPLEIDINGSEENHEIDCODE","EIGEN_OPLEIDINGSEENHEIDSLEUTEL","OPLEIDINGSEENHEID_NAAM","OPLEIDINGSEENHEID_INTERNATIONALE_NAAM","OPLEIDINGSEENHEID_SOORT","STUDIELAST","STUDIELASTEENHEID","NIVEAU","GRAAD","GRAADTOEVOEGING","ISCED","NLQF","EQF","VORM","ONDERDEEL","SUBONDERDEEL","BEKOSTIGINGSNIVEAU","GRONDSLAG_STUDIELAST","BEROEPSEISEN","OPLEIDINGSERKENNINGSKADER","INTENSIEFPROGRAMMA","BEKOSTIGINGSCODE","AANVULLENDE_EISEN","BEKOSTIGINGSDUUR","VESTIGINGSLICENTIE_BEGINDATUM","VESTIGINGSLICENTIE_EINDDATUM","ACCREDITATIE_BESLUITDATUM","ACCREDITATIE_BEGINDATUM","ACCREDITATIE_VERVALDATUM","ACCREDITATIE_AFBOUWDATUM","ACCREDITATIE_INLEVERDATUM","ACCREDITATIE_VOORWAARDENDATUM","ACCREDITATIE_INTREKKINGSDATUM","ACCREDITATIE_UITSTELDATUM","ACCREDITATIE_UITSTELREDEN","SAMENWERKENDEINSTELLINGEN"
3578,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80020,NA,"1001O8354","d48eef4c-4dd3-450c-be4b-1318c775714f","Technische Bedrijfskunde","Industrial Engineering & Management","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2021-09-01T00:00:00",NA,"2025-01-15T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
3579,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80020,NA,"1001O8354","d48eef4c-4dd3-450c-be4b-1318c775714f","Technische Bedrijfskunde","Industrial Engineering & Management","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2025-09-01T00:00:00",NA,"2025-01-15T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
3580,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80074,NA,"1001O8476","FC5318C3-1614-4C98-B58E-79BD6C370AFB","Bedrijfskunde",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2017-09-01T00:00:00",NA,"2024-09-25T00:00:00",NA,NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
3581,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80074,NA,"1001O8476","FC5318C3-1614-4C98-B58E-79BD6C370AFB","Bedrijfskunde",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DUAAL","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2017-09-01T00:00:00",NA,"2024-09-25T00:00:00",NA,NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
3582,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80074,NA,"1001O8476","FC5318C3-1614-4C98-B58E-79BD6C370AFB","Bedrijfskunde",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2024-09-01T00:00:00",NA,"2024-09-25T00:00:00",NA,NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
3583,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80103,NA,"1001O8753","71E53DF6-AC7F-4B0F-A439-E7502A5A888B","Commerciële Economie",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2022-09-01T00:00:00",NA,"2022-04-22T00:00:00","2022-04-22T00:00:00",NA,NA,"2027-11-01T00:00:00",NA,NA,NA,NA,NA
3584,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80103,NA,"1001O8753","71E53DF6-AC7F-4B0F-A439-E7502A5A888B","Commerciële Economie",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DUAAL","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2022-09-01T00:00:00",NA,"2022-04-22T00:00:00","2022-04-22T00:00:00",NA,NA,"2027-11-01T00:00:00",NA,NA,NA,NA,NA
3585,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80124,NA,"1001O8580","BD732B00-03D8-47BC-AC1A-62A7112D6BAE","Embedded Systems Engineering","Embedded Systems Engineering","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2016-09-01T00:00:00",NA,"2021-12-16T00:00:00","2021-12-16T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
3586,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80125,NA,"1001O8581","136A6E82-6F8B-42B5-AFD1-8414C8C281A4","Bouwtechnisch Medewerker",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2016-09-01T00:00:00",NA,"2020-04-22T00:00:00","2020-04-22T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2026-11-02T00:00:00","ART_5_16_LID_4",NA
3587,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80136,NA,"1001O8600","BE9F4CAF-8862-412B-8D6B-6CE0E972FD52","Juridisch medewerker",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2017-09-01T00:00:00",NA,"2023-08-11T00:00:00","2023-08-11T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
3588,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80136,NA,"1001O8600","BE9F4CAF-8862-412B-8D6B-6CE0E972FD52","Juridisch medewerker",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DUAAL","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-02-01T00:00:00",NA,"2023-08-11T00:00:00","2023-08-11T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
3589,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80148,NA,"1001O8881","F209F78C-6718-4B57-A682-0125080DF6ED","Logistiek","Business Logistics","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2023-11-01T00:00:00",NA,"2025-02-04T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
3590,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80148,NA,"1001O8881","F209F78C-6718-4B57-A682-0125080DF6ED","Logistiek","Business Logistics","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DUAAL","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2023-11-01T00:00:00",NA,"2025-02-04T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
3591,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80148,NA,"1001O8881","F209F78C-6718-4B57-A682-0125080DF6ED","Logistiek","Business Logistics","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2026-09-01T00:00:00",NA,"2025-02-04T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
3592,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80159,NA,"1001O8646","9F2BF140-03ED-4DF3-BE1B-5BBFB785F295","Gebouwgebonden Installatietechniek",NA,"OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2019-09-01T00:00:00",NA,"2025-09-24T00:00:00",NA,NA,NA,"2032-11-01T00:00:00",NA,NA,NA,NA,NA
3593,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB00","Hogeschool van Arnhem en Nijmegen; Arnhem","Arnhem","ARNHEM",80187,NA,"1001O8848","2A1AF439-D7E0-44BF-9906-31C51B13685E","Automotive","Automotive","OPLEIDING",120,"ECTS_PUNT","HBO-AD","ASSOCIATE_DEGREE",NA,NA,5,5,"DEELTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2023-09-01T00:00:00",NA,"2021-12-10T00:00:00","2021-12-10T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
3594,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",30020,NA,"1001O2674","1cf4da4f-e7f8-4740-bd95-54f9550a19e9","HBO-ICT","Information & Communication Technology","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2015-09-01T00:00:00",NA,"2022-07-29T00:00:00","2022-07-29T00:00:00",NA,NA,"2028-05-01T00:00:00",NA,NA,NA,NA,NA
3595,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",30023,NA,"1001O2683","C83A0277-B912-4061-BBED-31277640F697","Medische Hulpverlening","Allied Medical Care","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","GEZONDHEIDSZORG",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2010-06-24T00:00:00",NA,"2025-11-13T00:00:00",NA,NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
3596,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34035,NA,"1001O2797","823B4E6F-52E1-4A16-AF17-05E072DD1E6F","Bedrijfskunde","Business Administration","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"DEELTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2026-01-14T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
3597,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34035,NA,"1001O2797","823B4E6F-52E1-4A16-AF17-05E072DD1E6F","Bedrijfskunde","Business Administration","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"DUAAL","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2026-01-14T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
3598,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34035,NA,"1001O2797","823B4E6F-52E1-4A16-AF17-05E072DD1E6F","Bedrijfskunde","Business Administration","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2026-01-14T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
3599,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34040,NA,"1001O2813","000EB148-38FA-491A-BACF-C297F6C52E51","Sportkunde","Sport Studies","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2018-02-01T00:00:00","2032-09-01T00:00:00","2022-03-01T00:00:00","2022-03-01T00:00:00",NA,NA,"2027-05-01T00:00:00",NA,NA,NA,NA,NA
3600,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34040,NA,"1001O2813","000EB148-38FA-491A-BACF-C297F6C52E51","Sportkunde","Sport Studies","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2017-09-01T00:00:00",NA,"2022-03-01T00:00:00","2022-03-01T00:00:00",NA,NA,"2027-05-01T00:00:00",NA,NA,NA,NA,NA
3601,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34116,NA,"1001O2932","E90D0A1A-103E-4B0E-B7B5-1919D0566D0E","Social Work","Social Work","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR",NA,NA,6,6,"DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
3602,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34116,NA,"1001O2932","E90D0A1A-103E-4B0E-B7B5-1919D0566D0E","Social Work","Social Work","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR",NA,NA,6,6,"DUAAL","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
3603,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34116,NA,"1001O2932","E90D0A1A-103E-4B0E-B7B5-1919D0566D0E","Social Work","Social Work","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR",NA,NA,6,6,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
3604,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34396,NA,"1001O3341",NA,"Chemie","Chemistry","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"DEELTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2004-01-20T00:00:00",NA,"2023-07-18T00:00:00","2023-07-18T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
3605,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34396,NA,"1001O3341",NA,"Chemie","Chemistry","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2004-01-20T00:00:00",NA,"2023-07-18T00:00:00","2023-07-18T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
3606,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34397,NA,"1001O3361","9AEEA8F1-8BD1-47E8-9631-4C6CB127FFB0","Biologie en Medisch Laboratoriumonderzoek","Biology & Medical Laboratory Research","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2023-09-11T00:00:00","2023-09-11T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
3607,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34402,NA,"1001O3443","b3ad84c1-ab7e-4e3e-8835-9829de9582da","Commerciële Economie","Marketing Management","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2020-10-28T00:00:00","2020-10-28T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2027-11-02T00:00:00","ART_5_16_LID_4",NA
3608,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34405,NA,"1001O3514","B08801FA-ADE1-47EA-ADA1-9C5CC3D1230E","Communicatie","Communication","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2021-06-03T00:00:00","2021-06-03T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2028-11-02T00:00:00","ART_5_16_LID_4",NA
3609,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34406,NA,"1001O3547","10078D18-A7B4-4322-87CB-669F65BEA885","Accountancy","Accountancy","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2020-11-02T00:00:00","2020-11-02T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
3610,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34432,NA,"1001O3743",NA,"Food and Business","Food and Business","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_BUSINESS_ADMINISTRATION",NA,6,6,"VOLTIJD","ECONOMIE",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2024-07-11T00:00:00","2024-07-11T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
3611,72243,"Stichting Hogeschool van Arnhem en Nijmegen","25KB","Hogeschool van Arnhem en Nijmegen","25KB01","Hogeschool van Arnhem en Nijmegen; Nijmegen","Nijmegen","NIJMEGEN",34500,NA,"1001O3933","AABA0A40-21FA-4A6A-A8B8-8866F0483B2C","Facility Management","Facility Management","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2004-09-01T00:00:00",NA,"2019-06-05T00:00:00","2019-06-05T00:00:00",NA,NA,"2025-05-01T00:00:00",NA,NA,"2026-11-02T00:00:00","ART_5_16_LID_4",NA
